RecordID,Title,Rating,Comment
1806, Weight lifting,5,This help not to strain your back. Got for GYM user. Who do weight lift.
1807, Works great for me.,5,Sadly I'm using it in a far less conventional way to usual. I have a severely disabled dad who is re
1808, Just the job,5,Great belt easy to use and just the job. If had to moan would be that it comes like cardboard at fir
1809, This is an excellent belt for weightlifting,5,I ordered this for support during weightlifting and it does the job very well.The stitching is good 
1810, Love it,5,Great product and fairly cheap
1811, Gym Belt,5,Very comfortable. It helps me with squats and deadlift
1812, Essential for gym,5,"Great belt, comfortable and does the job"
1813, Great support,5,"I have used different kind of belts, RDX gives great support and the material is good.Be aware that "
1814, Sports camera,5,A very small and compact camera. The waterproof case is super tight and there are a wide range of at
1815, Seems well finished,5,I got this for a motorcycle cam. Looks well finished. Got it as its weather proof without a case
1816, Great action camera,4,"nice camera, easy and intuitive to use"
1817, Akaso Brave 7 LE,5,"A cracking camera, packed with features and loads of accessories for mounting. Great waterproof case"
1818, Great camera!,5,This camera is such good value for the money. Its easy to use and does exactly what it says on the t
1819, Action camera,5,Use on my way to work and going home very easy to use very happy with products
1820, Akaso Brave 7LE,5,"Was looking for a good camera for travelling. After months, this one kept coming up in reviews as hi"
1821, Great,4,Great bit of kit for my diving
1822, AKASO Brave 7 LE Action Camera - early thoughts of an old fogie,4,"I bought the Akaso Brave 7 LE because it was an awful lot cheaper than the Go Pro HeroHero 10, 11 or"
1823, Satisfied,4,This item has expected most of my expectations and quality is good just that there are errors with u
1824, Just what I wanted.,5,I need a smaller rucksack into my big backpack. Because my walking trip is staying at the hotel and 
1825," Zip jammed, unable to retrieve wallet without compromising product",2,"I quite liked this backpack until today, when the zip jammed. Inside the the top pocket there is a r"
1826, Very comfortable over 100km distance,5,"Altogether a good product for what I needed, nice to get something that's right for me 🤣"
1827, Stable and well fitting running backpack,5,"Use this backpack for my 8m/13km run into work twice a week. It fits my 13"" laptop, a shirt, pants/s"
1828, Excellent running bag,5,Ive been looking for a good running bag for a while. This one is perfect. Multiple straps to make su
1829, Perfect Light weight rucksack,5,This is a perfect day rucksack.It is light weight and a smart neat bag that holds ample for your day
1830, Adjustable straps kinda long. Otherwise great,5,The adjustable straps are kinda long. Otherwise great
1831, Great Lightweight Day Sack,5,"The Salomon 10 litre Trailblazer Daysack is great quality with lots of useful features, like being a"
1832, Does what it should,5,Does what it should well
1833, Zip snags on key fob ribbon in small top pocket,1,Zip breaks when snagged on key fob ribbon
1834, awful,1,i ordered this and i was very exited and i have heard lots of good things about it. the lip liner wa
1835, Perfect,5,Lovely colour stays on lips for hours
1836, Can't fault it. Perfect match.,5,Iconic nude and pillow talk are my dream lipliners and any attempt to stray has resulted in poor col
1837, Perfect,5,Please ignore the comments saying you can’t sharpen. You definitely can. I’m down to just a little s
1838," Beautiful colour, stays well",5,"Beautiful colour, stays well."
1839, Very expensive for quantity!,1,I used this for my wedding. I think I did 2-3 trials beforehand and then used it day of the wedding.
1840, Perfect shade,5,Perfect shade of lipliner - definitely genuine - came sealed
1841, Poor and nothing special,1,This is not worth the money !! Get cheaper lip liners
1842, Very very very happy,5,I love this lipliner. The colour is not very bold which I love. It blends very well with the lipstic
1843, Good quality product,5,"Very nice product with rich pigmentation, easy to use and long lasting. It’s expensive but gives val"
1844, Good item,5,Bought for my auntie as she like these
1845, Quality,5,Good quality
1846, It was a present,5,Good value
1847, Lovely,5,Love my cat 🐱 as I am a pagan goes on halter look great not a bad price.
1848, Cute,5,"My mum is obsessed with cats, so this will make a very nice addition to her collection.Perfect as a "
1849, Sweet,5,"Really nice, lots of detail I love it"
1850, Cute,5,Decided to buy another in the range
1851, Lovely really pleased with it,5,It was beautiful little ornament l love it
1852, Excellent product,5,Excellent product
1853, Great collection,5,"I buy these for a friend for birthdays, Christmas etc. Amazon has a good selection for these figures"
1854, Serenity,5,Amazing scent and my guilty pleasure as I burn them day and night.
1855, Sea salt,5,This is such a wonderful candle - the smell is incredible. High quality scented candle that doesn't 
1856, Lovely product and great seller,5,Arrived early and I love the scent!Great seller. Lovely packaging
1857, Disappointed,1,Even though it was wrapped like fort knox. It still arrived in pieces. So returning it
1858," Artificial fragrance, faux natural",1,This product is marketed as though it uses natural ingredients. Don't be fooled. It utilizes synthet
1859, Waste of money,1,"Firstly I was under the impression I was buying three candle , but no , just the one , reading other"
1860, Great pot & scent!,5,LOVE THIS SCENT! Pot matched my lounge! Good value!
1861, Nice product,5,"Smells divine, nice simple packaging."
1862, Then description is for 3 x 3 of these candles yet you only get ONE!,1,"I dislike that I was misled into thinking there were 3 of these candles coming, given the product de"
1863, There is no better scent for a candle,5,"Just buy it. Perfect smell of ozone, as if you were standing on the beach just as a storm was brewin"
1864, Duplo,5,Can't wait to gift this to my niece can't go wrong with Duplo the characters are always so well made
1865, Great Little Set,5,Good value for money for the pieces received. Great to have windows when using to build with all the
1866, Great buy,5,You can’t go wrong with Lego. It’s always a good choice for kid to let them play with imagination.
1867, Good fun for kids,4,My little boy likes now anything doctor related and really enjoys playing with the doctor surgery Se
1868, Hit,5,It was a real hit with my niece.
1869, Great Lego my daughter loves it,5,Great Lego my daughter loves it
1870, Great present!,5,Great for 3 year old
1871, Ideal for little hands and great imaginations,5,Great colourful Duplo set.
1872, For granddaughter she loved it.,5,Christmas present
1873, Great little set,5,Great Duplo set - lots of nice features and good value for money.
1874, Crap quality,1,Fluffed up badly. Just use for the dogs
1875, Good quality,5,Kids love it
1876, Towel,5,Works as towel but more for the gimmick
1877, So very thin,1,This is so very thin not a bath or beach towel
1878, Poor quality,1,"Very thin, I expected much better for what I paid. Already has an obvious pull in it after one use. "
1879, Not good quality,1,"Cheap quality for how much I paid for it, really thin so doubt it will dry anyone"
1880, Rubbish quality,1,We have had this since December and it’s been washed dozens of time but still get black bits of fluf
1881, Very thin,3,Very thin
1882, It sheds fibers ever where,2,It sheds fibers everywhere quite thin not very good value but ok I guess for the money
1883, Really thin and only printed one side . Not great quality at all,2,Work towel but won’t last long
1884, Good 3 hours of fun,5,"Looks good, a couple of flimsy pieces but nothing superglue cant fix! It looks really cool and it's "
1885, Gift,5,This product was a gift and was very well received.
1886," Okay, can fall apart a bit too easily",4,Bought as a gift. The person was very happy with it but it could be stronger in the way it’s made. S
1887, Looks great,5,Bought them as a gift they look great when built and detail on them all so good
1888, Fun!,5,I love the detail.
1889, Perfect gift for a HP fan!,5,"Bought with Hagrid Hut, absolutely love!! These are so detailed and so fun! They don’t take too long"
1890, Great fun.,5,"I bought these for my partner at Christmas, we are both 25+ and I will admit we loved these! I would"
1891, Christmas gift,5,Bought these for my daughter who has autism and adhd she loves building them and she can actually co
1892, Looks great,5,I love these kits. Was given one for my birthday last year and it was so nice to assemble and looks 
1893, Brilliant for Harry Potter fans.,5,"Loved making these with my son, very detailed and intricate and look amazing on display. They probab"
