ID,Title,Rating,Comment,asin_number
5322,,5,I am using this item to extend the Memory Capacity on the Samsung Galaxy 7.7 Tablet. Very good price with free shipping(Order &#62;$35) and it works as advertised!,
5323,,4,I have this in my phone storing the majority of my MP3 collection (400+ albums). It loaded 30Gs of music comparatively fast. And never seem to have any problems with skipping or stuttering I've had with slower cards. Probably would be a solid selection for video (I haven't tried it yet) and photos save off quickly allowing follow-up shots I would have missed before.,
5324,,2,The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,
5325,,5,"Amazon ran a good deal on this 64GB microSDXC, so I jumped on the bandwagon.  When it arrived I snapped a few photographs to test it out and it worked well...until I tried to retrieve the files.  I don't know how, but it became corrupt and no longer would reformat or function in any of my devices.  I exchanged it for a replacement through Amazon and the new one works beyond my initial observations.  Browsing seems much faster than previous SDHC class 10 cards.  Thank you Amazon for your immediate exchange.  highly recommended for today's on the go data storage.  *(original review was 2 stars, but after Amazon's immediate replacement and great customer service I re-rated to 5 stars.)",
5326,,5,Works as expected! Can't complain about it has plenty of storage for pictures and videos! Will buy again when needed!,
5327,,4,"works great in my ASUS android tablet. the 32GB specification seems to limit the size, but it works great, some I am happy to write more words.",
5328,,5,"I have buy the SDXC for Xperia Arc S even many was saying it support till 32GB SDHC, The SDXC 64GB work perfectly on the Xperia Arc S",
5329,,5,I used this for a Motorola Droid X for music files. loading the files seem to be a little herky jerky but once on there they played fine. Not sure the problem is with the memory card  or the phone. I am using The Amazon app or the Motorola app that came with the phone.,
5330,,5,Got this for my new Samsung Galaxy 5.0.I can't understand why someone would buy a Class 4 for only 5 or 6 bucks cheeper than this Class 10 Micro SDHC.VERY fast 30mbs speed.Comes with adapter for PC.Been using San Disc Flash Memory for years with no complaints.If your using an Android device or anything that need fast data transfer this card won't dissapoint!!!,
5331,,5,"This item works exactly as advertised!  Those negative reviews for this product must be from people who mistakenly reviewed the wrong product or don't know what they have.  This SanDisk Ultra 32Gb SDHC micro SD card is truly a class 10, and works fine in my HTC phone!",
5332,,5,"WORKS PERFECT WITH MY SAMSUNG TABLET, VERY SATISFIED WITH THIS PRODUCT, GOOD QUALITY AND AWESOME, HIGHLY RECOMMENDED, FAST SHIPMENT, A PLUS",
5333,,5,works what more can i say . it went down 10 bucks the day after I bout it but whatever.  Great micro SD,
5334,,1,"im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",
5335,,5,"Love it, now i have 118GB in my zte supreme, works really well in my phone, it restarted my phone a few times when i first put it in but no problems after that, no idea why it did that, but now i can fit my entire music collection on my android which has reached 94GB of all rock and metal!!!!!!!!!!!! now i can get rid of that damn ugly ass ipod classic!!!",
5336,,5,Ordered this to go with the tablet I ordered for my fiance. It works well and she loves her tablet!,
5337,,5,"I have no complaints. I wanted a good class-10 microsdhc card, and this does the job. It has no difficulty keeping up with recordings, photos, music, downloads, etc. Finally, a microsd card that doesn't bottleneck my download speed!",
5338,,5,Hard to review this. It's an amazing little chip with huge capacity and it does what it's supposed to do. 5 stars.,
5339,,5,"and fairly cheap. it is a good microSD fast 64GB memory chip... flexible to be used in everything from just flat memory cards, or cameras, vids, etc...",
5340,,5,Plug and play!  Stuck it in my phone and within seconds it was ready to go!  Great way to add extra memory for those of us who can use them in our phones!,
5341,,4,"Only been a month or so but best price, quick shipping and MASSIVE storage.  I didn't run speed tests or anything but no issues.  I will edit this review if I have a problem down the road.",
5342,,5,Loaded 2000 songs on this and still have lots of room left.  It works in both of my cell phones and my mp3 player (Cruise by Sansa).,
5343,,5,Buy it. I could never commit to paying so much for data until my 32GB filled up so quick. So i wasted money buying the 32GB when in the end i still ended up buying the 64gb.,
5344,,5,"What can I say.. It's a SanDisk.. Adapter works well, fits great in my tablet, 32 GB is a lot of space!",
5345,,5,"This card is fast, fast, fast. it also holds more photos and videos than I have been able to take thus far. However, as the number of such items increases, I can see that I will, relatively soon, be looking for a 128 or 256 gb card. Very satisfied with this purchase.",
5346,,5,So far so good. Fit right into the slot on my Samsung S5,
5347,,5,I bought this card for use with my Asus Transformer Book T-100TA to add external and removable/replaceable storage capacity.  When inserted into the slot provided it was immediately recognized and the driver installed.  The card appears as available and with the promised storage capacity in the &#34;MY PC&#34; folder of the computer.  I have been able to move files on and off the card as intended.  The product is fine and the price was satisfactory.,
